[(193, 52), (193, 252), (193, 159)]
[(194, 52), (194, 252), (194, 159)]
[(195, 52), (195, 252), (195, 159)]
[(196, 51), (196, 253), (196, 159)]
[(197, 51), (197, 253), (197, 159)]
[(198, 51), (198, 253), (198, 159)]
[(199, 50), (199, 254), (199, 159)]
[(200, 50), (200, 254), (200, 159)]
[(201, 50), (201, 254), (201, 159)]
[(202, 50), (202, 254), (202, 159)]
[(203, 49), (203, 255), (203, 159)]
[(204, 49), (204, 255), (204, 159)]
[(205, 49), (205, 255), (205, 159)]
[(206, 48), (206, 256), (206, 159)]
[(207, 48), (207, 256), (207, 159)]
[(208, 48), (208, 256), (208, 159)]
[(209, 48), (209, 256), (209, 159)]
[(210, 47), (210, 257), (210, 159)]
[(211, 47), (211, 257), (211, 159)]
[(212, 47), (212, 257), (212, 159)]
[(213, 46), (213, 258), (213, 159)]
[(214, 46), (214, 258), (214, 159)]
[(215, 46), (215, 258), (215, 159)]
[(216, 45), (216, 259), (216, 159)]
[(217, 45), (217, 259), (217, 159)]
[(218, 45), (218, 259), (218, 159)]
[(219, 45), (219, 259), (219, 159)]
[(220, 44), (220, 260), (220, 159)]
[(221, 44), (221, 260), (221, 159)]
[(222, 44), (222, 260), (222, 159)]
[(223, 43), (223, 261), (223, 159)]
[(224, 43), (224, 261), (224, 159)]
[(225, 43), (225, 261), (225, 159)]
[(226, 43), (226, 261), (226, 159)]
[(227, 42), (227, 262), (227, 159)]
[(228, 42), (228, 262), (228, 159)]
[(229, 42), (229, 262), (229, 159)]
[(230, 41), (230, 263), (230, 159)]
[(231, 41), (231, 263), (231, 159)]
[(232, 41), (232, 263), (232, 159)]
[(233, 41), (233, 263), (233, 159)]
[(234, 40), (234, 264), (234, 159)]
[(235, 40), (235, 264), (235, 159)]
[(236, 40), (236, 264), (236, 159)]
[(237, 39), (237, 265), (237, 159)]
[(238, 39), (238, 265), (238, 159)]
[(239, 39), (239, 265), (239, 159)]
